budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title_x,vote_average,vote_count,title_y,cast
15000000,"['Comedy', 'Family']",33217,en,Diary of a Wimpy Kid,21.095489,2010-03-19,75700498,92.0,Released,"It's not a diary, it's a movie.",Diary of a Wimpy Kid,5.9,355,Diary of a Wimpy Kid,"['Zachary Gordon', 'Robert Capron', 'Rachael Harris', 'Steve Zahn', 'Devon Bostick', 'Connor Fielding', 'Owen Fielding', 'Chloë Grace Moretz', 'Karan Brar', 'Grayson Russell', 'Laine MacNeil', 'Alex Ferris', 'Andrew McNee', 'Belita Moreno', 'Rob LaBelle', 'Nicholas Carey', 'Samuel Patrick Chu', 'Donnie MacNeil', 'Samantha Page', 'Ava Hughes', 'Owen Best', 'Cainan Wiebe', 'Cole Heppell', 'Harrison Houde', 'Jennifer Clement', 'Karin Konoval', 'Raugi Yu', 'Jake D. Smith', 'Talon Dunbar', 'Naomi Dane', 'Willem Jacobson', 'Maxine Miller', 'Taya Clyne', 'Adom Osei', 'Rylee Stiles', 'Ryan Grantham', 'Brett Dier', 'Cindy Busby']"
15000000,['Horror'],132232,en,Mama,47.455148,2013-01-17,146497771,100.0,Released,A Mother's Love is Forever,Mama,6.0,1401,Mama,"['Jessica Chastain', 'Nikolaj Coster-Waldau', 'Megan Charpentier', 'Isabelle Nélisse', 'Daniel Kash', 'Melina Matthews', 'Morgan McGarry']"
15000000,"['Comedy', 'Adventure', 'Romance']",11153,en,National Lampoon's Vacation,22.838834,1983-07-28,61399552,98.0,Released,Every summer Chevy Chase takes his family on a little trip. This year he went too far.,National Lampoon's Vacation,7.1,410,National Lampoon's Vacation,"['Chevy Chase', ""Beverly D'Angelo"", 'Imogene Coca', 'Randy Quaid', 'Anthony Michael Hall', 'Miriam Flynn', 'John Candy', 'Dana Barron', 'Eddie Bracken', 'Brian Doyle-Murray', 'James Keach', 'Eugene Levy', 'Frank McRae', 'Christie Brinkley', 'Jane Krakowski', 'John P. Navin, Jr.', 'Mickey Jones', 'Nathan Cook', 'Christopher Jackson', 'John Diehl', 'Randy Lowell', 'Michael Talbott', 'Henry Gibson', 'Harold Ramis']"
15000000,['Comedy'],208134,en,Jackass Presents: Bad Grandpa,27.165222,2013-10-22,151831537,92.0,Released,Real people. Real reactions. Real messed up.,Bad Grandpa,6.0,680,Bad Grandpa,"['Johnny Knoxville', 'Jackson Nicoll', 'Georgina Cates', 'Spike Jonze', 'Catherine Keener', 'Kamber Hejlik', 'Jack Polick', 'Grasie Mercedes', 'Zia Harris']"
15000000,['Drama'],1165,en,The Queen,19.113278,2006-09-15,123384128,103.0,Released,Our Leaders. Ourselves.,The Queen,6.8,338,The Queen,"['Helen Mirren', 'Michael Sheen', 'James Cromwell', 'Sylvia Syms', 'Helen McCrory', 'Paul Barrett', 'Alex Jennings', 'Roger Allam', 'Tim McMullan', 'Douglas Reith', 'Mark Bazeley', 'Robin Soans', 'Lola Peploe', 'Joyce Henderson', 'Pat Laffan', 'Amanda Hadingue', 'John McGlynn', ""Gray O'Brien"", 'Dolina MacLennan', 'Julian Firth', 'Earl Cameron', 'Elliot Levey', 'Anthony Debaeck', 'Wolfgang Pissors', 'Xavier Castano', 'James Fiddy', 'Martin Heathcote', 'Forbes KB', 'Tony Red Richards']"
15000000,"['Fantasy', 'Comedy']",4011,en,Beetlejuice,58.553213,1988-02-29,73326666,92.0,Released,He's guaranteed to put some life in your afterlife.,Beetlejuice,7.1,1444,Beetlejuice,"['Geena Davis', 'Alec Baldwin', 'Winona Ryder', 'Michael Keaton', ""Catherine O'Hara"", 'Jeffrey Jones', 'Glenn Shadix', 'Sylvia Sidney', 'Patrice Martinez', 'Dick Cavett', 'Robert Goulet', 'Maree Cheatham', 'Susan Kellermann', 'Carmen Filpi', 'Annie McEnroe', 'Rachel Mittelman', 'Hugo Stanger', 'Maurice Page', 'J. Jay Saunders', 'Mark Ettlinger', 'Cindy Daly', 'Tony Cox', 'Duane Davis', 'Simmy Bow', 'Adelle Lutz', 'Harry Belafonte', 'Charles Schneider', 'Christine Bridges']"
15000000,"['Comedy', 'Drama']",17202,en,Why Did I Get Married?,2.005111,2007-10-12,55184721,113.0,Released,Because we complete each other's sentences.,Why Did I Get Married?,6.1,33,Why Did I Get Married?,"['Tyler Perry', 'Jill Scott', 'Janet Jackson', 'Michael Jai White', 'Malik Yoba', 'Sharon Leal', 'Richard T. Jones', 'Tasha Smith', 'Kaira Akita']"
18000000,"['Drama', 'Romance']",9587,en,Little Women,16.418639,1994-12-21,0,115.0,Released,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.",Little Women,7.0,215,Little Women,"['Winona Ryder', 'Gabriel Byrne', 'Trini Alvarado', 'Samantha Mathis', 'Kirsten Dunst', 'Claire Danes', 'Christian Bale', 'Eric Stoltz', 'Susan Sarandon', 'John Neville']"
17000000,"['Drama', 'Horror', 'Thriller']",65086,en,The Woman in Black,43.675191,2012-02-01,127730736,95.0,Released,What did they see?,The Woman in Black,6.1,1206,The Woman in Black,"['Daniel Radcliffe', 'Ciarán Hinds', 'Sidney Johnston', 'Alisa Khazanova', 'Mary Stockley', 'Alfie Field', 'Roger Allam', 'Sophie Stuckey', 'Shaun Dooley', 'Liz White', 'Victor McGuire', 'Tim McMullan', 'Cathy Sara', 'Daniel Cerqueira', 'Janet McTeer', 'David Burke', 'Jessica Raine', 'Emma Shorey', 'Molly Harmon', 'Ellisa Walker-Reid', 'Misha Handley', 'Lucy May Barker', 'Indira Ainger', 'Andy Robb', 'Alexia Osborne', 'Ashley Foster']"
15000000,"['Horror', 'Thriller']",10053,en,When a Stranger Calls,4.688212,2006-02-03,66966987,87.0,Released,"Whatever You Do, Don't Answer The Phone.",When a Stranger Calls,5.4,268,When a Stranger Calls,"['Camilla Belle', 'Katie Cassidy', 'Tommy Flanagan', 'Brian Geraghty', 'Clark Gregg', 'Derek de Lint', 'Kate Jennings Grant', 'Steve Eastin', 'Tessa Thompson', 'David Denman', 'Arthur Young', 'Madeline Carroll', 'Escher Holloway', ""Rosine 'Ace' Hatem"", 'Molly Bryant', 'John Bobek', 'Brad Surosky', 'Karina Logue', 'Owen Smith', 'John Waugh']"
15000000,"['Comedy', 'Family']",11870,en,Big Fat Liar,9.125594,2002-02-08,52970014,88.0,Released,The truth is never overrated,Big Fat Liar,5.6,197,Big Fat Liar,"['Frankie Muniz', 'Paul Giamatti', 'Amanda Bynes', 'Amanda Detmer', 'Donald Faison', 'Lee Majors', 'Russell Hornsby', 'Michael Bryan French', 'Christine Tucci', 'Alexandra Breckenridge', 'Jaleel White', 'Taran Killam', 'Sandra Oh', 'Rebecca Corry', 'John Cho', 'Tracey Cherelle Jones', 'Amy Hill', 'Brian Turk', 'Kenan Thompson']"
15000000,"['Drama', 'War']",11778,en,The Deer Hunter,19.786392,1978-12-08,50000000,183.0,Released,One of the most important and powerful films of all time!,The Deer Hunter,7.8,921,The Deer Hunter,"['Robert De Niro', 'John Cazale', 'John Savage', 'Christopher Walken', 'Meryl Streep', 'George Dzundza', 'Rutanya Alda', 'Pierre Segui', 'Amy Wright', 'Richard Kuss', 'Joe Grifasi', 'Dennis Watlington', 'Shirley Stoler', 'Chuck Aspegren', 'Mary Ann Haenel', 'Mady Kaplan', ""Paul D'Amato"", 'Christopher Colombi Jr.', 'Victoria Karnafel', 'Jack Scardino', 'Joe Strnad', 'Helen Tomko', 'Charlene Darrow', 'Jane-Colette Disko', 'Michael Wollet', 'Robert Beard', 'Joe Dzizmba', 'Stephen Kopestonsky', 'John F. Buchmelter III', 'Frank Devore', 'Tom Becker', 'Lynn Kongkham', 'Nongnuj Timruang', 'Po Pao Pee', 'Dale Burroughs', 'Parris Hicks', 'Samui Muang-Intata', 'Sapox Colisium', 'Vitoon Winwitoon', 'Somsak Sengvilai', 'Charan Nusvanon', 'Jiam Gongtongsmoot', 'Chai Peyawan', 'Mana Hansa', 'Sombot Jumpanoi', 'Phip Manee', 'Ding Santos', 'Krieng Chaiyapuk', 'Ot Palapoo', 'Chok Chai Mahasoke']"
15000000,"['Comedy', 'Drama']",586,en,Wag the Dog,13.581966,1997-12-25,64256513,97.0,Released,"A comedy about truth, justice and other special effects.",Wag the Dog,6.7,270,Wag the Dog,"['Dustin Hoffman', 'Robert De Niro', 'Anne Heche', 'Woody Harrelson', 'Jim Belushi', 'Denis Leary', 'Willie Nelson', 'Andrea Martin', 'Kirsten Dunst', 'William H. Macy', 'John Michael Higgins', 'Suzie Plakson', 'Michael Belson', 'Suzanne Cryer', 'Jason Cottle', 'Jenna Byrne']"
17000000,"['Family', 'Comedy']",18736,en,The Lizzie McGuire Movie,11.927667,2003-04-25,55534455,94.0,Released,The only risk in taking an adventure is not taking it at all.,The Lizzie McGuire Movie,5.7,280,The Lizzie McGuire Movie,"['Hilary Duff', 'Adam Lamberg', 'Hallie Todd', 'Robert Carradine', 'Jake Thomas', 'Alex Borstein', 'Yani Gellman', 'Carly Schroeder', 'Daniel Escobar', 'Jody Racicot', 'Peter Kelamis', 'Katy Louise Saunders', 'Ona Grauer', 'Antonio Cupo', 'Marcus Hondro', 'Brent Chapman', 'Christine Lippa', 'Dan Joffre', 'Ilaria Tommasino', 'Aaron Douglas', 'Heather Laura Gray', 'Morgan Tanner', 'Evangeline Lilly', 'Paolo Giovannucci']"
35000000,"['Thriller', 'Drama']",134411,en,Snitch,30.556135,2013-02-21,42930462,112.0,Released,How far would you go to save your son?,Snitch,5.8,1138,Snitch,"['Dwayne Johnson', 'Barry Pepper', 'Jon Bernthal', 'Susan Sarandon', 'Michael Kenneth Williams', 'Rafi Gavron', 'Melina Kanakaredes', 'Nadine Velazquez', 'Benjamin Bratt', 'Harold Perrineau', 'J. D. Pardo', 'Richard Cabral', 'Kym Jackson', 'Jason Douglas', 'Kyara Campos', 'James Allen McCune', 'Ashlynn Ross', 'Spencer Miller', 'Jayson Floyd', 'Benjamin Blankenship', 'Darnell Trotter', 'Tim J. Smith']"
15000000,"['Horror', 'Comedy', 'Fantasy']",287903,en,Krampus,31.565117,2015-11-26,61548707,98.0,Released,You don't want to be on his list.,Krampus,5.9,584,Krampus,"['Adam Scott', 'Toni Collette', 'Allison Tolman', 'David Koechner', 'Emjay Anthony', 'Stefania LaVie Owen', 'Queenie Samuel', 'Conchata Ferrell', 'Luke Hawker', 'Ivy George', 'Sophie Gannon', 'Krista Stadler', 'Trevor Bau', 'Gideon Emery', 'Maverick Flack', 'Felicity Hamill', 'Tess Jamieson-Karaha', 'Lolo Owen', 'Gareth Ruck', 'Leith Towers', 'Chi Jiajia Lim']"
15000000,"['Horror', 'Mystery', 'Science Fiction']",9276,en,The Faculty,21.535126,1998-12-25,40283321,104.0,Released,Take me to your teacher.,The Faculty,6.2,492,The Faculty,"['Jordana Brewster', 'Elijah Wood', 'Clea DuVall', 'Laura Harris', 'Josh Hartnett', 'Shawn Hatosy', 'Salma Hayek', 'Famke Janssen', 'Usher Raymond', 'Robert Patrick', 'Piper Laurie', 'Christopher McDonald', 'Bebe Neuwirth', 'Jon Stewart', 'Daniel von Bargen', 'Jon Abrahams', 'Summer Phoenix', 'Susan Willis', 'Pete Janssen', 'Tina Rodriguez', 'Danny Masterson', 'Wiley Wiggins', 'Harry Jay Knowles', 'Donna Casey', 'Louis Black', 'Eric Jungmann', 'Chris Viteychuk', 'Jim Johnston', 'Libby Villari', 'Duane Martin', 'Katherine Willis', 'Mike Lutz', 'Douglas Aarniokoski']"
0,"['Drama', 'Music']",15765,en,What's Love Got to Do with It,7.921311,1993-06-09,0,118.0,Released,Who needs a heart when a heart can be broken?,What's Love Got to Do with It,6.9,72,What's Love Got to Do with It,"['Angela Bassett', 'Laurence Fishburne', 'Vanessa Bell Calloway', ""Rae'Ven Larrymore Kelly"", 'Virginia Capers', 'Khandi Alexander', 'Jenifer Lewis', 'Chi McBride', 'Tina Turner', 'Barry Shabaka Henley', 'Penny Johnson']"
15000000,"['Action', 'Crime', 'Drama']",2142,en,Cop Land,19.284129,1997-08-15,44862187,104.0,Released,No One Is Above The Law.,Cop Land,6.6,382,Cop Land,"['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta', 'Robert De Niro', 'Michael Rapaport', 'Annabella Sciorra', 'Peter Berg', 'Robert Patrick', 'Arthur J. Nascarella', 'John Spencer', 'Janeane Garofalo', 'Noah Emmerich', 'Cathy Moriarty', 'Frank Vincent', 'Malik Yoba', 'Edie Falco', 'Paul Calderon', 'Deborah Harry', 'Tony Sirico', 'Method Man', 'John Doman']"
16000000,['Comedy'],11397,en,Not Another Teen Movie,23.423082,2001-12-07,66468332,89.0,Released,They served you Breakfast. They gave you Pie. Now we’re gonna stuff your face.,Not Another Teen Movie,5.5,431,Not Another Teen Movie,"['Chyler Leigh', 'Chris Evans', 'Jaime Pressly', 'Eric Christian Olsen', 'Mia Kirshner', 'Lacey Chabert', 'Cerina Vincent', 'Molly Ringwald', 'Samaire Armstrong', 'Nectar Rose', 'Michael Ensign', 'Kyle Cease', 'Desi Lydic', 'Jackie Harris', 'Mr. T', 'Deon Richmond', 'Eric Jungmann', 'Ron Lester', 'Cody McMains', 'Sam Huntington', 'JoAnna Garcia', 'Samm Levine', 'Beverly Polcyn', 'Ed Lauter', 'Paul Gleason', 'Randy Quaid', 'Riley Smith', 'Nathan West', 'Michelle Holgate', 'Jeanette Miller', 'Benjamin Waldow', 'Josh Radnor', 'Ross Mulholland', 'Dean Sheremet', 'Becca Sweitzer', 'Hayley Zelniker', 'Lukas Behnken', 'Josh Jacobson', 'Amber Goetz', 'Joy Bisco', 'Morisa Taylor Kaplan', 'George Wyner', 'Ned Brower', 'Peter Simon', 'Joy Gohring', 'Tracy Kay', 'Jessica Asher', 'Sean Smith', 'Heather Brown', 'Ean Mering', 'Lyman Ward', 'Julie Welch', 'Daniel Bess', 'James Read', 'Rob Benedict', 'Banks McClintock', 'Jay Johnston', 'Jesse Capelli', 'Daniel Spink', 'Oz Perkins', 'Jim Wise', 'Kimi Bateman', 'Staci B. Flood', 'Sarah Christine Smith', 'China Shavers', 'H. Jon Benjamin', 'Paul Goebel', 'Marissa Fedele', 'Samuel Givens', 'Kimberly Lyon', 'Zachary Woodlee', 'Alec Murdock', 'Cynthena Sanders', 'Will Gill Jr.', 'Nick Zephyrin', 'Heidi Androl', 'Ian Aronson', 'Sam Ayers', 'Nick Bakay', 'Candice T. Cain', 'Maylen Calienes', 'Marcus Edward', 'Arturo Elizondo', 'David M. Francis', 'Melissa Joan Hart', 'Kelly S. King', 'Jarrett Lennon', 'Tracey McCall', 'Jennifer Schlueter', 'Gena Shaw', 'Abraham Smith', 'Tessa', 'Sean Patrick Thomas', 'Cassie Townsend', 'Jeremiah Vaughn', 'Susan Anne Wall']"
7000000,"['Crime', 'Drama', 'Thriller']",77016,en,End of Watch,49.517264,2012-09-20,48126384,109.0,Released,Every moment of your life they stand watch,End of Watch,7.2,1170,End of Watch,"['Jake Gyllenhaal', 'Michael Peña', 'Natalie Martinez', 'Anna Kendrick', 'David Harbour', 'Frank Grillo', 'America Ferrera', 'Cody Horn', 'Shondrella Avery', 'Hugh Daly', 'Gene Hong', 'Cle Shaheed Sloan', 'Jaime FitzSimons', 'Everton Lawrence', 'Zone', 'Alvin Norman', 'Richard Cabral', 'Diamonique', 'Maurice Compte', 'Flakiss', 'Manny Jimenez Jr.', 'Nikki Nicholle Barreras', 'Kristy Wu', 'Candace Smith', 'Corina Calderon', 'David Fernandez Jr.', 'McKinley Freeman', 'Kevin Vance']"
15000000,"['Crime', 'Drama', 'Thriller']",11478,en,The Skulls,11.375032,2000-03-31,35007180,106.0,Released,Getting in is easy. Getting out is a killer.,The Skulls,5.8,156,The Skulls,"['Joshua Jackson', 'Paul Walker', 'Hill Harper', 'Leslie Bibb', 'Christopher McDonald', 'Steve Harris', 'William Petersen', 'Craig T. Nelson', 'David Asman', 'Scott Gibson', 'Nigel Bennett', 'Andrew Kraulis', 'Derek Aasland', 'Jennifer Melino', 'Noah Danby', 'Malin Åkerman', 'Shaw Madson']"
15000000,"['Drama', 'Romance']",266856,en,The Theory of Everything,61.182331,2014-11-26,123726688,123.0,Released,His Mind Changed Our World. Her Love Changed His.,The Theory of Everything,7.8,3311,The Theory of Everything,"['Eddie Redmayne', 'Felicity Jones', 'Charlie Cox', 'Emily Watson', 'Simon McBurney', 'David Thewlis', 'Maxine Peake', 'Harry Lloyd', 'Tom Prior', 'Sophie Perry', 'Finlay Wright-Stephens', 'Alice Orr-Ewing', 'Thomas Morrison', 'Michael Marcus', 'Gruffudd Glyn', 'Paul Longley', 'Guy Oliver-Watts', 'Lucy Chappell', 'Charlotte Hope', 'Abigail Cruttenden', 'Nicholas Gerard-Martin', 'Brett Brown', 'Anthony Skrimshire', 'Christian McKay', 'Adam Godley', 'Nicola Sloane', 'Lottie Hamilton', 'Enzo Cilenti', 'Rufus Taylor', 'Delilah Sexton', 'Eileen Davies', 'Simon Chandler', 'Georg Nikoloff', 'Oliver Payne', 'Raffiella Chapman', 'Sam Houston', 'Victoria Emslie', 'Frank Leboeuf', 'Will Barton', 'Lucy Challenger', 'Nicola Victoria Buck', 'Stuart Benson', 'Andrew Bridgmont', 'Jamie Edwards', 'Jumaane Brown']"
0,"['Comedy', 'Crime']",13411,en,Malibu's Most Wanted,7.314796,2003-04-10,0,86.0,Released,,Malibu's Most Wanted,4.7,77,Malibu's Most Wanted,"['Jamie Kennedy', 'Taye Diggs', 'Anthony Anderson', 'Regina Hall', 'Blair Underwood', ""Ryan O'Neal"", 'Bo Derek', 'Jeffrey Tambor', 'Kal Penn', 'Nick Swardson', 'Keili Lefkovitz', 'Greg Grunberg', 'J.P. Manoux', 'Kellie Martin', 'Damien Dante Wayans', 'Damion Poitier']"
15000000,"['Comedy', 'Drama', 'Romance']",10564,en,Where the Heart Is,6.857923,2000-04-27,33771174,120.0,Released,Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.,Where the Heart Is,6.9,155,Where the Heart Is,"['Natalie Portman', 'Ashley Judd', 'Stockard Channing', 'Joan Cusack', 'Sally Field', 'James Frain', 'Dylan Bruno', 'Keith David', 'Ray Prewitt', 'Laura House', 'Mary Ashleigh Green', 'Kinna McInroe', 'Linda Wakeman', 'David Alvarado', 'Mark Voges', 'Todd Lowe', 'Margaret Hoard', 'Rodger Boyce', 'Gabriel Folse', 'Sue McCormick', 'Karey Green', 'Laura Auldridge', 'Alicia Godwin', 'Dennis Letts', 'Richard Jones', 'Kathryn Esquivel', 'Mark Mathis', 'J.D. Evermore', 'Angee Hughes', 'Mackenzie Fitzgerald', 'Nataly Peña', 'Yvette Diaz', 'T.J. McFarland', 'Richard Nance', 'Tony Mann', 'John Swasey', 'Scarlett McAlister', 'Kylie Harmon', 'Cody Linley', 'Bob Coonrod', 'Heather Kafka', 'Angelina Fiordellisi', 'Cheyenne Rushing', 'Deborah Abbott', 'Alecia Batson', 'Stacy Bellew', 'Jeff Cooper', 'Rebecca Davis', 'Lisa Del Dotto', 'Jeremy Denzlinger', 'Dan Eggleston', 'Adrian Garza', 'Jim Henry', 'Molly Howe', 'R.C. Keene', 'K. Todd Lytle', 'Erica Mincks', 'Trevor Doyle Nelson', 'Bobby Shue', 'Cassandra L. Small', 'Russell Towery', 'Chris Warner', 'Gena West', 'Jerry Wu', 'Jason C. Young']"
15000000,"['Adventure', 'Drama', 'History', 'War']",947,en,Lawrence of Arabia,41.286336,1962-12-10,69995385,216.0,Released,,Lawrence of Arabia,7.8,851,Lawrence of Arabia,"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins', 'Omar Sharif', 'Claude Rains', 'Anthony Quayle', 'José Ferrer', 'Arthur Kennedy', 'Donald Wolfit', 'Zia Mohyeddin', 'I.S. Johar', 'Gamil Ratib', 'Michel Ray', 'John Dimech', 'Howard Marion-Crawford', 'Jack Gwillim', 'Hugh Miller', 'Robert Rietty', 'John Barry', 'Bruce Beeby', 'John Bennett', 'Steve Birtles', 'David Lean', 'Robert Bolt', 'Daniel Moynihan', 'Peter Burton', 'James Hayter', 'Barry Warren', 'J.R.M. Chapman', 'Basil Dignam', 'Peter Dukelow', 'Bryan Pringle', 'Mohamed El Habachi', 'Kenneth Fortescue', 'Harry Fowler', 'Jack Hedley', 'Fernando Sancho', 'Noel Howlett', 'Patrick Kavanagh', 'Ian MacNaughton', 'Clive Morton', 'Henry Oscar', 'George Plimpton', 'Ernie Rice', 'John Robinson', 'Norman Rossington', 'John Ruddock', 'Stuart Saunders', 'Cyril Shaps', 'Roy Stevens', 'Rafael Hernández', 'Fred Bennett']"
15000000,['Horror'],24150,en,Halloween II,12.929525,2009-08-28,39421467,105.0,Released,Family Is Forever,Halloween II,5.1,267,Halloween II,"['Scout Taylor-Compton', 'Sheri Moon Zombie', 'Tyler Mane', 'Chase Wright Vanek', 'Brad Dourif', 'Malcolm McDowell', 'Angela Trimbur', 'Danielle Harris', 'Caroline Williams', 'Howard Hesseman', 'Duane Whitaker', 'Betsy Rue', 'Greg Travis', '""Weird Al"" Yankovic', 'Chris Hardwick', 'Sean Whalen', 'Margot Kidder', 'Octavia Spencer', 'Brea Grant', 'Sylvia Jefferies', 'Diane Ayala Goldner', 'Nicky Whelan', 'Catherine Dyer', 'Dayton Callie', 'Richard Brake', 'Richard Riehle', 'Adam Boyer', 'Mary Birdsong', 'Mark Boone Junior', 'Jeff Daniel Phillips', 'Daniel Roebuck', 'Silas Weir Mitchell', 'Bill Fagerbakke', 'Robert Curtis Brown', 'Renae Geerlings', 'Mark Christopher Lawrence', 'Matt Bush', 'Jesse Dayton', 'Eileen Dietz']"
15000000,['Drama'],228970,en,Wild,42.952942,2014-12-05,52501541,115.0,Released,,Wild,7.0,951,Wild,"['Reese Witherspoon', 'Laura Dern', 'Thomas Sadoski', 'Keene McRae', 'Michiel Huisman', 'W. Earl Brown', 'Gaby Hoffmann', 'Kevin Rankin', 'Brian Van Holt', 'Cliff De Young', 'Mo McRae', 'Will Cuddy', 'Leigh Parker', 'Nick Eversman', 'Ray Mist', 'Randy Schulman', 'Cathryn de Prume', 'Kurt Conroyd', 'Ted de Chatelet', 'Jeffree Newman', 'Lorraine Bahr', 'Jerry Carlton', 'Kevin-Michael Moore', 'Debra Pralle', 'Gray Eubank', 'Anne Sorce', 'Charles Baker', 'J.D. Evermore', 'Beth Hall', 'Jan Hoag', 'Carlee McManus', 'Art Alexakis', 'Anne Gee Byrd', ""Evan O'Toole"", 'Jeanine Jackson', 'Jason Newell', ""Barry O'Neil"", 'Richard Morris', 'Bobbi Strayed Lindstrom', 'Robert Alan Barnett', 'William Nelson', 'Tony Doupe', 'Dan Considine', 'Andrew Saunderson', 'Greg James', 'Orianna Herrman', 'Brian Borcherdt', 'Eric D. Johnson', 'Matt Pascua', 'Edric Carter', 'Matthew Noyes', 'John Dickerson,', 'Denise McSweeny', 'Alina Gatti', 'Henry Shotwell', 'Cheryl Strayed', 'Vincent M. Biscione']"
15000000,"['Crime', 'Thriller', 'Horror', 'Drama']",18405,en,The Last House on the Left,19.760383,2009-03-13,32721635,110.0,Released,"If someone hurt someone you love, how far would you go to get revenge?",The Last House on the Left,6.2,440,The Last House on the Left,"['Garret Dillahunt', 'Michael Bowen', 'Joshua Cox', 'Riki Lindhome', 'Aaron Paul', 'Sara Paxton', 'Monica Potter', 'Tony Goldwyn', 'Martha MacIsaac', 'Spencer Treat Clark', 'Usha Khan']"
15000000,"['Comedy', 'Romance']",6961,en,The Wedding Date,10.194097,2005-02-04,47175038,88.0,Released,Love doesn't come cheap.,The Wedding Date,6.2,230,The Wedding Date,"['Debra Messing', 'Dermot Mulroney', 'Amy Adams', 'Jack Davenport', 'Jeremy Sheffield', 'Peter Egan', 'Sarah Parish', 'Holland Taylor', 'Jay Simon', 'Danielle Lewis']"
13000000,"['Horror', 'Thriller']",11442,en,Halloween: Resurrection,11.045593,2002-07-01,37664855,94.0,Released,Evil finds its way home,Halloween: Resurrection,4.5,228,Halloween: Resurrection,"['Jamie Lee Curtis', 'Brad Loree', 'Busta Rhymes', 'Bianca Kajlich', 'Katee Sackhoff', 'Thomas Ian Nicholas', 'Tyra Banks', 'Sean Patrick Thomas', 'Ryan Merriman', 'Daisy McCrackin', 'Luke Kirby', 'Billy Kay', 'Gus Lynch', 'Lorena Gale', 'Marisa Rudiak', 'Brent Chapman', 'Dan Joffre', 'Haig Sutherland', 'Brad Sihvon', 'Kelly Nielson', 'Gary J. Tunnicliffe', 'Ryan McDonald', 'Charisse Baker', 'Natassia Malthe', 'Kyle Labine', 'Rick Rosenthal', 'David Lewis', 'Chris Edwards', 'Michael McCartney', 'Ananda Thorson']"
16000000,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",2493,en,The Princess Bride,44.533612,1987-09-18,30857814,98.0,Released,It's as real as the feelings you feel.,The Princess Bride,7.6,1486,The Princess Bride,"['Cary Elwes', 'Robin Wright', 'Mandy Patinkin', 'André the Giant', 'Chris Sarandon', 'Christopher Guest', 'Wallace Shawn', 'Peter Falk', 'Billy Crystal', 'Fred Savage', 'Carol Kane', 'Mel Smith', 'Peter Cook', 'Willoughby Gray', 'Anne Dyson', 'Margery Mason', 'Malcolm Storry', 'Betsy Brantley', 'Paul Badger', 'Errol Bennett', 'Willy DeVille', 'Mickey Feat', 'Guy Fletcher', 'Mark Knopfler', 'Jamie Lane', 'Sallie McLaughlin', 'Derek Pykett']"
15000000,['Drama'],14047,en,The Great Debaters,10.84158,2007-12-27,30226144,126.0,Released,"When the nation was in need, he inspired them to give us hope.",The Great Debaters,6.9,151,The Great Debaters,"['Denzel Washington', 'Nate Parker', 'Forest Whitaker', 'Denzel Whitaker', 'Kimberly Elise', 'Jermaine Williams', 'Gina Ravera', 'John Heard', 'Devyn A. Tyler', 'Trenton McClain Boyd', 'Ritchie Montgomery', 'Jackson Walker', 'Tim Parati', 'Robert X. Golphin', 'Justice Leak', 'Glen Powell', 'Brad Watkins', 'Brian Smiar', 'Damien Leake', 'Voltaire Sterling', 'Stephen Rider', 'Gordon Danniels', 'Donny Boaz', 'Samuel Elliott Whisnant', 'Bonnie Johnson', 'Charissa Allen', 'Michael Beasley', 'Gary Mathis', 'Georges Wilson', 'Fahnlohnee R. Harris', 'Harold Evans', 'J.D. Evermore', 'Sharon Jones', 'Kelvin Payton', 'Southey Blanton', 'Michael Mattison', 'Jeff Braun', 'Milton R. Gipson', 'Frank Ridley', 'Jeremiah Kissel', 'Jack Radosta', 'Alvin Youngblood Hart', 'Dom Flemons', 'Justin Robinson', 'Rhiannon Giddens', 'Ahmad Powell', 'Marcus Lyle Brown', 'Jurnee Smollett', 'Gary Mattis']"
15000000,"['Drama', 'Action', 'Thriller', 'Crime']",64690,en,Drive,49.294864,2011-08-06,78054825,100.0,Released,There are no clean getaways.,Drive,7.4,3725,Drive,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks', 'Oscar Isaac', 'Christina Hendricks', 'Ron Perlman', 'Kaden Leos', 'Jeff Wolfe', 'James Biberi', 'Russ Tamblyn', 'Joe Bucaro III', 'Tiara Parker', 'Tim Trella', 'Jimmy Hart', 'Tina Huang', 'Andy San Dimas', 'John Pyper-Ferguson', 'Craig Baxley Jr', 'Joe Pingue', 'Dieter Busch', 'Chris Muto', 'Cesar Garcia', 'Mara LaFontaine', 'Rio Ahn']"
